Incident ID,Company Name,Industry,Attack Type,Date of Incident,Breach Size (No. of Records),Financial Loss (USD),Country,Attack Vector,Mitigation Time (Days)
9438,Burke Group,Manufacturing,Ransomware,2019-01-04,4962983.0,4191169.606,Belgium,Phishing,51.8
9439,Hill Inc,Retail,Ransomware,2018-03-19,6171976.0,1800079.335,Sweden,Insider Threat,20.0
9440,"Byrd, Miller and Mckinney",Manufacturing,Ransomware,2019-08-01,1002882.0,3670027.075,Sweden,Phishing,32.199999999999996
9441,Williams Group,Manufacturing,Ransomware,2019-12-08,942379.0,6218730.05,UK,Insider Threat,68.6
9442,"Davis, Padilla and Hickman",Manufacturing,Supply Chain Attack,2019-11-15,7929902.0,538576.909,Belgium,Phishing,35.0
9443,"Chavez, Lopez and Mccall",Healthcare,Data Breach,2018-04-13,2584525.0,761177.76,Belgium,Spear Phishing,64.5
9444,Huff-Huerta,Retail,Ransomware,2018-04-16,4012801.0,4362265.86,UK,Insider Threat,45.6
9445,"Harris, Kline and Webster",Healthcare,Denial of Service,2018-05-11,,3361297.6,UK,DDoS Attack,60.0
9446,Rodriguez-Hudson,Manufacturing,Data Breach,2018-05-15,,5315604.398,Spain,Phishing,12.6
9447,Stone Group,Manufacturing,Malware,2019-02-05,3871999.0,5512384.878,France,Compromised Vendor,16.799999999999997
9448,"Parker, Baker and Rodriguez",Manufacturing,Supply Chain Attack,2019-06-27,7651983.0,5100834.206,UK,Compromised Vendor,67.19999999999999
9449,Price and Sons,Telecommunications,Data Breach,2018-03-21,7500078.0,4093436.4359999998,Denmark,DDoS Attack,9.9
9450,Rivera-Myers,Manufacturing,Ransomware,2019-06-26,3649672.0,3516875.18,Belgium,Phishing,26.599999999999998
9451,Long Ltd,Healthcare,Ransomware,2019-11-21,9898634.0,1059549.32,Germany,Compromised Vendor,79.5
9452,Jackson PLC,Manufacturing,Malware,2019-03-30,9718312.0,198551.366,Sweden,Phishing,11.2
9453,Berry-Macias,Manufacturing,Ransomware,2018-08-09,3069749.0,4659523.843,Italy,Compromised Vendor,57.4
9454,Cochran and Sons,Healthcare,Data Breach,2018-08-19,5163588.0,507626.88,UK,Compromised Vendor,27.0
9455,"Garcia, Rodriguez and Kidd",Healthcare,Ransomware,2018-05-30,7689603.0,3342264.58,Belgium,Phishing,79.5
9456,Woods-Mcdonald,Retail,Data Breach,2018-01-17,9042770.0,1965672.27,Belgium,Compromised Vendor,12.0
9457,"Porter, Mcdonald and Smith",Telecommunications,Ransomware,2018-01-26,5026025.0,3143431.5599999996,Sweden,DDoS Attack,30.800000000000004
9458,"Rios, Williams and Ramirez",Telecommunications,Ransomware,2019-06-14,4516146.0,4624388.208,UK,Phishing,59.400000000000006
9459,Beasley-Davis,Telecommunications,Data Breach,2019-10-20,4375474.0,4258301.148,Netherlands,Phishing,52.800000000000004
9460,"Ward, Brown and Barr",Telecommunications,Data Breach,2019-04-18,,4020737.076,France,Compromised Vendor,56.1
9461,Mccormick Inc,Tech,Supply Chain Attack,2019-04-22,6897116.0,3345329.93,Netherlands,DDoS Attack,43.0
9462,"Cochran, Dunn and Noble",Energy,Data Breach,2019-05-04,,1567118.26,Italy,DDoS Attack,55.0
9463,"Sanchez, Moore and Massey",Finance,Ransomware,2018-11-17,4842133.0,2058300.59,France,Insider Threat,41.0
9464,Underwood-Gonzalez,Healthcare,Ransomware,2018-10-30,9551140.0,8948513.14,Italy,Phishing,13.5
9465,"Hernandez, Jackson and Craig",Energy,Ransomware,2018-04-01,,2980701.49,Netherlands,DDoS Attack,30.0
9466,Anderson-Morgan,Manufacturing,Data Breach,2018-01-11,7792104.0,3905520.2290000003,Italy,Compromised Vendor,44.8
9467,"Khan, Salas and Richards",Manufacturing,Ransomware,2019-08-23,133200.0,800381.725,UK,Phishing,65.8
9468,Fernandez Ltd,Healthcare,Data Breach,2019-07-23,6273173.0,471899.66,UK,Compromised Vendor,7.5
9469,Davis-Moreno,Manufacturing,Ransomware,2019-09-27,2844050.0,2967423.2120000003,Sweden,Insider Threat,33.599999999999994
9470,Hodges LLC,Healthcare,Data Breach,2019-04-17,1547715.0,9936702.3,Belgium,Compromised Vendor,28.5
9471,Smith and Sons,Healthcare,Denial of Service,2018-03-23,6583548.0,8901668.62,Belgium,Insider Threat,51.0
9472,"Maxwell, Mercado and Estrada",Retail,Ransomware,2018-05-31,2559414.0,6476195.355,Sweden,Insider Threat,46.400000000000006
9473,Austin Group,Manufacturing,Ransomware,2018-01-20,,2549393.769,Sweden,Phishing,35.0
9474,"Powers, Love and Wade",Telecommunications,Phishing,2018-11-28,,3227990.76,Sweden,DDoS Attack,31.900000000000002
9475,"Sherman, Thornton and Rodriguez",Healthcare,Data Breach,2019-07-23,,4206114.8,Denmark,Phishing,22.5
9476,"Rogers, Gonzales and Camacho",Retail,Data Breach,2018-03-29,9996704.0,1978624.875,Spain,DDoS Attack,47.2
9477,"Boyd, Garcia and Thomas",Healthcare,Data Breach,2018-02-06,4908795.0,668956.1,Belgium,Compromised Vendor,79.5
9478,Smith LLC,Tech,Supply Chain Attack,2019-07-01,2186450.0,4924465.39,Netherlands,Insider Threat,18.0
9479,"King, Park and Roberts",Healthcare,Ransomware,2018-01-28,949555.0,3413330.52,UK,Spear Phishing,7.5
9480,"Miller, Green and Mcgrath",Manufacturing,Data Breach,2018-09-21,,931580.286,UK,Compromised Vendor,47.599999999999994
9481,Orozco Ltd,Tech,Malware,2018-07-20,2997856.0,4065492.6,Belgium,DDoS Attack,16.0
9482,Stone-Baird,Retail,Data Breach,2019-10-03,8525957.0,1872813.48,Sweden,Compromised Vendor,7.2
9483,"Byrd, Christensen and Crane",Manufacturing,Ransomware,2018-12-01,1182106.0,1212308.149,Spain,DDoS Attack,57.4
9484,Burns-Park,Retail,Data Breach,2019-02-18,7905826.0,4568597.805,Sweden,Phishing,16.0
9485,"Holmes, Johnson and Smith",Manufacturing,Data Breach,2019-12-24,1284745.0,332342.504,Sweden,DDoS Attack,8.399999999999999
9486,Smith-Malone,Manufacturing,Data Breach,2018-09-04,98123.0,3467055.0850000004,Sweden,DDoS Attack,12.6
9487,Willis Group,Tech,Ransomware,2019-03-30,8662086.0,181221.82,Belgium,Spear Phishing,23.0
9488,Hebert Group,Retail,Ransomware,2018-10-03,4117693.0,1677988.6949999998,Italy,Phishing,5.6000000000000005
9489,Austin Inc,Retail,Data Breach,2018-05-10,464573.0,1064713.8900000001,Netherlands,DDoS Attack,22.400000000000002
9490,Miles Ltd,Retail,Malware,2019-08-26,,5119472.775,Spain,Insider Threat,37.6
9491,Foster-Brown,Healthcare,Supply Chain Attack,2018-08-20,6977918.0,381594.36,Netherlands,Insider Threat,60.0
9492,Webster Ltd,Healthcare,Supply Chain Attack,2018-05-20,4223430.0,9981331.04,Belgium,Compromised Vendor,27.0
9493,Kelly Group,Retail,Ransomware,2018-10-08,4108322.0,500649.345,Belgium,DDoS Attack,42.400000000000006
9494,Dyer-Greer,Telecommunications,Phishing,2018-07-29,,2506220.064,Spain,DDoS Attack,11.0
9495,Mcdaniel-Green,Retail,Ransomware,2018-10-05,136987.0,2386998.87,Sweden,Phishing,28.8
9496,Pearson-Young,Tech,Data Breach,2019-12-01,8839725.0,3481057.53,Netherlands,Compromised Vendor,9.0
9497,Vincent PLC,Tech,Supply Chain Attack,2019-05-16,3663794.0,4935125.29,UK,Phishing,13.0
9498,"Benson, Silva and Washington",Healthcare,Data Breach,2018-12-23,,9870189.1,Netherlands,Compromised Vendor,43.5
9499,Brady LLC,Manufacturing,Phishing,2018-01-05,9630495.0,255935.212,Italy,Malware Infection,11.2
9500,Johnston and Sons,Retail,Data Breach,2019-08-24,2810564.0,6052260.675000001,Netherlands,Phishing,45.6
9501,Rodriguez PLC,Finance,Malware,2018-07-20,2147625.0,1798261.09,UK,DDoS Attack,48.0
9502,Wright-Hicks,Healthcare,Supply Chain Attack,2018-01-24,4227464.0,8126349.64,Belgium,Phishing,45.0
9503,Blackburn-Dunn,Healthcare,Data Breach,2018-07-31,8486172.0,9375192.18,Sweden,DDoS Attack,90.0
9504,Bowen-Pugh,Healthcare,Data Breach,2018-01-18,7887685.0,2661765.78,UK,Compromised Vendor,78.0
9505,"Adkins, King and Lee",Tech,Data Breach,2018-04-22,4722706.0,2125582.45,Italy,Compromised Vendor,6.0
9506,Yu-Johnson,Manufacturing,Data Breach,2018-10-07,9518498.0,2072261.8150000002,Belgium,DDoS Attack,64.39999999999999
9507,Johnson Ltd,Tech,Supply Chain Attack,2019-06-07,6996707.0,2188327.84,Spain,Compromised Vendor,11.0
9508,"Davis, Reed and Richards",Manufacturing,Ransomware,2018-02-17,,4006499.549,Italy,Compromised Vendor,74.19999999999999
9509,"Ellis, Russell and Glover",Manufacturing,Data Breach,2019-08-27,671618.0,2515298.188,Sweden,Phishing,19.599999999999998
9510,Huang Inc,Manufacturing,Ransomware,2018-05-28,,4031868.841,Belgium,Phishing,29.4
9511,Johnson-Fox,Healthcare,Phishing,2018-03-27,8500987.0,1607440.42,Spain,Spear Phishing,18.0
9512,"Baird, Waters and Malone",Telecommunications,Supply Chain Attack,2018-11-22,6238318.0,4943106.912,Belgium,Compromised Vendor,19.8
9513,Salinas-Gilbert,Tech,Phishing,2018-12-08,6801402.0,530914.85,Belgium,Phishing,11.0
9514,Garcia-Williams,Manufacturing,Ransomware,2018-12-14,3283265.0,3675871.862,Netherlands,Phishing,46.199999999999996
9515,"Washington, Smith and Estrada",Retail,Ransomware,2018-06-21,3394676.0,6062902.245,Spain,Spear Phishing,20.8
9516,Ramsey PLC,Telecommunications,Ransomware,2018-04-29,8281334.0,4403023.751999999,Sweden,Compromised Vendor,62.7
9517,Martinez-Sanchez,Telecommunications,Phishing,2019-04-11,,3153839.472,Netherlands,Phishing,26.400000000000002
9518,Moran Inc,Healthcare,Data Breach,2019-02-06,9251713.0,2259139.58,Belgium,Phishing,21.0
9519,"Johnson, Snyder and Lewis",Finance,Data Breach,2019-02-18,,375644.75,Belgium,Spear Phishing,28.0
9520,Turner PLC,Retail,Denial of Service,2019-01-13,3916821.0,5400242.88,Belgium,Compromised Vendor,40.800000000000004
9521,Parker and Sons,Manufacturing,Phishing,2018-07-10,1232422.0,5920040.074000001,Sweden,DDoS Attack,74.19999999999999
9522,Ferrell and Sons,Manufacturing,Data Breach,2019-07-15,5714648.0,894452.403,Belgium,DDoS Attack,53.199999999999996
9523,"Summers, Knapp and Miller",Healthcare,Data Breach,2019-01-06,9126537.0,8312087.86,Belgium,Insider Threat,55.5
9524,Silva Group,Manufacturing,Data Breach,2018-10-25,149400.0,2225923.856,Belgium,DDoS Attack,72.8
9525,"Giles, White and Washington",Finance,Data Breach,2019-04-12,2223413.0,328895.56,Belgium,Insider Threat,49.0
9526,Chavez Ltd,Healthcare,Ransomware,2019-04-07,3105828.0,2363963.54,Belgium,DDoS Attack,49.5
9527,Martin-Hanson,Retail,Data Breach,2018-09-06,4890992.0,527144.28,Spain,DDoS Attack,4.800000000000001
9528,Richardson Ltd,Healthcare,Supply Chain Attack,2018-02-12,2753124.0,8059942.44,Netherlands,Insider Threat,79.5
9529,Schmidt Group,Tech,Malware,2019-03-28,,981346.66,UK,Compromised Vendor,21.0
9530,"Jordan, Lee and Taylor",Manufacturing,Denial of Service,2019-04-23,,5151304.6389999995,Italy,Phishing,33.599999999999994
9531,"Mcguire, Johnson and Lopez",Manufacturing,Data Breach,2019-08-20,,2764496.917,UK,DDoS Attack,50.4
9532,Koch and Sons,Healthcare,Malware,2018-11-27,8113620.0,3003239.78,Sweden,Compromised Vendor,46.5
9533,Hawkins-Davis,Manufacturing,Ransomware,2018-11-30,,6145557.925,UK,Compromised Vendor,19.599999999999998
9534,Hernandez Inc,Tech,Ransomware,2019-11-08,1719457.0,887471.25,Spain,Phishing,29.0
9535,"Perez, Gray and Davis",Healthcare,Data Breach,2019-10-30,2739703.0,435203.54,Netherlands,DDoS Attack,57.0
9536,Eaton Ltd,Retail,Data Breach,2019-12-30,,3592556.865,UK,DDoS Attack,37.6
9537,Martin Inc,Finance,Data Breach,2019-10-09,1777272.0,3298368.92,Sweden,Phishing,58.0
9538,Smith-Murphy,Healthcare,Ransomware,2019-11-09,,6593241.78,Spain,DDoS Attack,82.5
9539,Madden Inc,Finance,Ransomware,2019-05-14,19011.0,4770010.98,UK,Compromised Vendor,40.0
9540,Gutierrez and Sons,Tech,Data Breach,2019-08-02,3704457.0,3748342.85,Spain,Compromised Vendor,35.0
9541,Rivera-Ramirez,Healthcare,Supply Chain Attack,2018-08-30,1594663.0,2446803.58,Sweden,Phishing,30.0
9542,"Melton, Pierce and Meza",Manufacturing,Data Breach,2018-12-24,7702403.0,3736591.677,Sweden,Phishing,75.6
9543,Williams-Gomez,Healthcare,Ransomware,2019-12-30,5683564.0,2702607.36,Belgium,DDoS Attack,52.5
9544,Schmidt and Sons,Retail,Supply Chain Attack,2018-11-16,869626.0,1702615.5750000002,France,Phishing,26.400000000000002
9545,Green Group,Manufacturing,Denial of Service,2018-10-17,3303605.0,2534708.228,Netherlands,Compromised Vendor,81.19999999999999
9546,Medina-Mcdonald,Finance,Ransomware,2019-07-10,984544.0,2130588.54,UK,Phishing,39.0
9547,Combs-Vega,Manufacturing,Ransomware,2018-10-10,330519.0,2511163.707,Netherlands,Phishing,78.39999999999999
9548,Fleming-Brown,Manufacturing,Ransomware,2019-07-06,4860482.0,788443.669,UK,Compromised Vendor,8.399999999999999
9549,"Anderson, Macdonald and Morrison",Retail,Ransomware,2018-10-07,2436687.0,3368247.555,Belgium,Compromised Vendor,43.2
9550,Cruz and Sons,Manufacturing,Data Breach,2019-12-15,4657727.0,6362615.9350000005,Belgium,Compromised Vendor,11.2
9551,Carroll Ltd,Healthcare,Ransomware,2018-12-11,,5646099.66,Spain,Phishing,90.0
9552,Weber Ltd,Tech,Data Breach,2019-01-29,1049401.0,4010286.07,Spain,DDoS Attack,29.0
9553,Davis Group,Retail,Ransomware,2019-05-05,7309167.0,3910302.165,Poland,DDoS Attack,6.4
9554,"Simmons, Nash and Butler",Retail,Data Breach,2018-08-03,8361604.0,868768.4099999999,UK,DDoS Attack,45.6
9555,Kelly-Clark,Healthcare,Ransomware,2019-06-02,1405113.0,6966966.0,Netherlands,Phishing,12.0
9556,Gonzales-Dean,Retail,Ransomware,2019-10-23,4818419.0,3869497.74,Netherlands,DDoS Attack,12.8
9557,"Young, Ashley and Mendoza",Healthcare,Denial of Service,2018-05-01,,1825242.04,Belgium,Compromised Vendor,22.5
9558,Gray-Johnson,Manufacturing,Phishing,2019-07-02,3379709.0,5149860.508,Belgium,Insider Threat,46.199999999999996
9559,Green PLC,Healthcare,Malware,2018-01-01,9535441.0,4802844.54,Spain,Phishing,34.5
9560,Peterson and Sons,Retail,Ransomware,2019-04-07,7471722.0,7204288.949999999,UK,Phishing,28.0
9561,"Juarez, Mccarthy and Hill",Healthcare,Denial of Service,2019-12-08,7456143.0,7833960.34,UK,DDoS Attack,45.0
9562,"Kline, Miller and Anderson",Telecommunications,Data Breach,2019-04-16,7218288.0,2189364.72,Spain,Spear Phishing,59.400000000000006
9563,"Mata, Pruitt and Bailey",Manufacturing,Supply Chain Attack,2018-01-01,9491490.0,2137246.735,UK,Phishing,64.39999999999999
9564,"Meyer, Flores and Malone",Healthcare,Data Breach,2018-05-08,5591387.0,5645454.0,Netherlands,DDoS Attack,9.0
9565,"Terry, Clark and Allison",Healthcare,Data Breach,2019-10-07,,1009050.3,Belgium,Phishing,67.5
9566,Robinson-Poole,Healthcare,Ransomware,2018-09-28,3563020.0,7217635.64,UK,Malware Infection,9.0
9567,Chapman Ltd,Manufacturing,Ransomware,2018-05-15,5555754.0,643340.724,Germany,Phishing,65.8
9568,Ward-Scott,Telecommunications,Ransomware,2019-02-04,,4092367.26,UK,Phishing,26.400000000000002
9569,"Griffin, Jones and Rivera",Healthcare,Phishing,2018-07-15,9900421.0,1596368.1,Belgium,Phishing,46.5
9570,"Mercado, Byrd and Cohen",Manufacturing,Data Breach,2019-08-12,37980.0,5438238.832,UK,Spear Phishing,64.39999999999999
9571,Serrano and Sons,Manufacturing,Supply Chain Attack,2018-07-08,8882447.0,5075692.167,Belgium,DDoS Attack,23.799999999999997
9572,"Aguilar, Green and Williams",Retail,Ransomware,2018-08-16,9119029.0,3904764.885,Belgium,Phishing,20.0
9573,"Cooper, Lowe and Lewis",Retail,Denial of Service,2019-05-07,,5970922.2299999995,Belgium,Compromised Vendor,12.8
9574,Williams and Sons,Healthcare,Data Breach,2018-08-12,6334974.0,340276.76,Netherlands,DDoS Attack,33.0
9575,Washington-Ortiz,Healthcare,Denial of Service,2019-11-14,4792360.0,1459781.3,UK,Compromised Vendor,81.0
9576,Kennedy-Anderson,Retail,Supply Chain Attack,2019-10-25,2622326.0,4961688.51,UK,Phishing,7.2
9577,Smith-Clay,Telecommunications,Data Breach,2019-12-23,,3504610.644,Belgium,DDoS Attack,6.6000000000000005
9578,Boyd LLC,Manufacturing,Phishing,2018-01-25,6870662.0,4062074.094,Belgium,DDoS Attack,9.799999999999999
9579,Bell-Walsh,Telecommunications,Ransomware,2019-06-02,7117556.0,959220.5759999999,UK,Malware Infection,62.7
9580,"Brown, Thomas and Wright",Manufacturing,Ransomware,2019-10-11,,2048944.508,UK,Spear Phishing,39.199999999999996
9581,"Wright, Martinez and Rodriguez",Telecommunications,Data Breach,2018-07-21,1386384.0,2814645.444,UK,Compromised Vendor,31.900000000000002
9582,"May, Williams and Freeman",Tech,Denial of Service,2019-01-10,2776154.0,2494274.2,Belgium,DDoS Attack,15.0
9583,Lloyd-Larson,Retail,Data Breach,2018-11-02,2536171.0,4792560.75,UK,Phishing,4.800000000000001
9584,"Elliott, Goodman and Hunt",Retail,Supply Chain Attack,2019-02-18,1043704.0,4649835.33,Netherlands,DDoS Attack,12.8
9585,"Hopkins, Reynolds and Barajas",Manufacturing,Ransomware,2018-08-25,5289412.0,215933.068,France,Phishing,22.4
9586,Delgado Ltd,Manufacturing,Ransomware,2019-12-24,439292.0,290949.63300000003,Belgium,DDoS Attack,40.599999999999994
9587,Edwards-Daugherty,Healthcare,Phishing,2018-09-02,8802843.0,7196496.74,Netherlands,DDoS Attack,7.5
9588,"Tran, Freeman and Nichols",Manufacturing,Ransomware,2018-03-10,3223102.0,2423238.6750000003,France,DDoS Attack,47.599999999999994
9589,"Brown, Parker and Jenkins",Healthcare,Data Breach,2018-01-24,3691712.0,8436464.16,UK,DDoS Attack,72.0
9590,Tyler-Jacobs,Healthcare,Ransomware,2018-06-08,3576722.0,7971492.3,Spain,Phishing,75.0
9591,"Smith, Bryant and Alvarez",Retail,Ransomware,2018-05-02,3972184.0,4603179.6,Poland,Phishing,28.0
9592,"Charles, Navarro and Jordan",Healthcare,Ransomware,2019-05-10,6981786.0,3952135.58,Denmark,Phishing,7.5
9593,James Inc,Healthcare,Ransomware,2019-02-09,822826.0,4307122.74,France,Compromised Vendor,30.0
9594,Franco and Sons,Healthcare,Phishing,2019-05-12,6295659.0,3878575.96,Sweden,Phishing,28.5
9595,Herrera Inc,Manufacturing,Ransomware,2019-01-17,,6498261.393000001,Netherlands,Phishing,26.599999999999998
9596,Esparza PLC,Retail,Malware,2019-09-25,8417650.0,7038282.855,France,Compromised Vendor,31.200000000000003
9597,Wright-Martin,Tech,Ransomware,2018-12-28,5606041.0,138355.68,UK,Spear Phishing,6.0
9598,Hernandez-Smith,Healthcare,Ransomware,2018-01-07,9881487.0,1415400.24,Belgium,Phishing,78.0
9599,"Murphy, Combs and Berry",Healthcare,Supply Chain Attack,2019-07-06,6443551.0,3994553.5,Sweden,Insider Threat,66.0
9600,Conley PLC,Healthcare,Ransomware,2018-02-05,,5977123.1,Netherlands,Spear Phishing,22.5
9601,Vargas Inc,Healthcare,Denial of Service,2018-04-27,147177.0,6010643.08,Sweden,DDoS Attack,10.5
9602,Combs LLC,Retail,Data Breach,2019-08-06,7016275.0,3562071.375,UK,Malware Infection,44.800000000000004
9603,Burgess PLC,Healthcare,Data Breach,2018-10-08,2322675.0,7850053.24,Netherlands,DDoS Attack,43.5
9604,"Ortiz, Higgins and Green",Manufacturing,Denial of Service,2019-11-04,829173.0,6146618.634,Spain,Phishing,47.599999999999994
9605,Warren-Zhang,Healthcare,Denial of Service,2019-01-17,3891592.0,1244372.56,Denmark,Compromised Vendor,88.5
9606,"Jones, Bailey and Anderson",Retail,Ransomware,2019-11-01,7365484.0,1429895.31,Netherlands,Phishing,43.2
9607,Larson LLC,Retail,Denial of Service,2019-04-29,2901772.0,2891662.7249999996,Belgium,DDoS Attack,45.6
9608,Frederick-Moody,Healthcare,Ransomware,2019-07-28,8225732.0,2954113.38,Sweden,Phishing,10.5
9609,Reed Ltd,Telecommunications,Phishing,2019-05-30,888865.0,4333606.211999999,Sweden,Compromised Vendor,27.500000000000004
9610,Ochoa-Schmidt,Retail,Supply Chain Attack,2018-02-28,943950.0,871399.11,Belgium,Phishing,36.0
9611,Moore-Ross,Retail,Ransomware,2019-06-27,387836.0,6416560.92,Sweden,DDoS Attack,30.400000000000002
9612,"Alvarez, Tran and Cabrera",Tech,Ransomware,2018-09-30,7516390.0,1970372.88,UK,DDoS Attack,20.0
9613,Woods-Griffith,Retail,Phishing,2018-12-14,4303067.0,7042521.09,Belgium,DDoS Attack,25.6
9614,"Eaton, Williams and Fields",Retail,Malware,2019-02-14,,4316493.78,Denmark,Compromised Vendor,15.200000000000001
9615,Stevens-Hall,Tech,Ransomware,2018-01-29,,3443794.24,UK,Insider Threat,35.0
9616,Martin Ltd,Healthcare,Ransomware,2019-03-26,8542922.0,3521156.62,Sweden,Compromised Vendor,88.5
9617,Zhang Group,Finance,Data Breach,2018-02-04,1335669.0,3962528.65,Netherlands,Insider Threat,37.0
9618,Murray-Sanchez,Energy,Malware,2018-08-26,6533666.0,3407340.9,Belgium,Malware Infection,5.0
9619,Jackson-Everett,Tech,Ransomware,2018-08-08,4867355.0,4581343.49,Netherlands,Spear Phishing,12.0
9620,Hale LLC,Manufacturing,Denial of Service,2018-03-07,,4322096.350000001,Italy,Compromised Vendor,82.6
9621,"Kelley, Ponce and Brown",Tech,Supply Chain Attack,2019-11-25,,2852292.51,Spain,DDoS Attack,34.0
9622,"Day, Morris and Harvey",Healthcare,Ransomware,2019-01-26,,3916083.54,Netherlands,Compromised Vendor,78.0
9623,"Lozano, Vasquez and Ross",Manufacturing,Ransomware,2019-12-02,,3848804.5050000004,Sweden,Insider Threat,12.6
9624,Lynch-Burton,Retail,Supply Chain Attack,2019-01-12,4528122.0,6763878.015,Belgium,Insider Threat,8.0
9625,"Rose, Owens and Holland",Healthcare,Data Breach,2019-06-17,3200906.0,2370687.6,Belgium,Phishing,72.0
9626,Hensley LLC,Retail,Ransomware,2019-05-29,4689596.0,6201913.845,UK,DDoS Attack,43.2
9627,Decker PLC,Tech,Ransomware,2019-06-08,,2281327.53,UK,Compromised Vendor,54.0
9628,Kirk-Freeman,Healthcare,Phishing,2018-05-04,,3558630.06,Belgium,Insider Threat,49.5
9629,Brown LLC,Retail,Malware,2018-02-10,,2840181.2249999996,France,Phishing,23.200000000000003
9630,"Fox, Nguyen and Henry",Manufacturing,Data Breach,2018-10-18,5129817.0,494811.811,Italy,Compromised Vendor,64.39999999999999
9631,Collins-Howe,Healthcare,Malware,2018-09-02,7864705.0,3650799.2,Netherlands,Phishing,81.0
